"RBD","AÑO","ALTA","DERIVADO","RESUELTO","FEMENINO","MASCULINO","REGION"
"10870","2016","2","","","1","1","13"
"10871","2016","15","","2","5","12","13"
"10873","2016","69","","6","43","32","13"
"10877","2016","6","","","4","2","13"
"10878","2016","10","","","5","5","13"
"11033","2016","36","","9","18","27","3"
"11130","2016","81","","8","39","50","4"
"11147","2016","72","","4","34","42","4"
"11177","2016","234","1","65","170","130","5"
"11206","2016","4","","1","5","","5"
"11209","2016","1","1","22","16","8","5"
"11248","2016","66","","1","35","32","6"
"11261","2016","174","","22","106","90","6"
"11277","2016","53","","27","46","34","6"
"11283","2016","16","","","7","9","6"
"11323","2016","281","","21","140","162","7"
"11333","2016","20","","6","9","17","7"
"11339","2016","222","","27","138","111","7"
"11342","2016","111","","3","55","59","7"
"11347","2016","148","","7","76","79","7"
"11395","2016","1","","","","1","8"
"11398","2016","110","","26","73","63","8"
"11399","2016","4","","","3","1","8"
"11405","2016","144","","62","91","115","8"
"11430","2016","146","","14","85","75","8"
"11548","2016","113","3","77","73","120","10"
"11576","2016","3","","","","3","10"
"11594","2016","1","","","1","","10"
"11677","2016","136","","10","74","72","8"
"11687","2016","53","","","27","26","12"
"11704","2016","119","","16","77","58","8"
"11711","2016","543","","53","276","320","8"
"11714","2016","12","","1","5","8","8"
"11837","2016","131","","26","89","68","13"
"11838","2016","5","","2","4","3","13"
"11854","2016","35","","14","34","15","13"
"11855","2016","87","","13","52","48","13"
"11886","2016","18","","6","11","13","13"
"11942","2016","323","","31","178","176","13"
"11965","2016","161","","55","111","105","13"
"12001","2016","203","","","121","82","8"
"12020","2016","302","1","16","146","173","8"
"12027","2016","1","","","","1","8"
"12032","2016","68","","17","48","37","8"
"12046","2016","187","","9","97","99","8"
"12079","2016","27","","4","22","9","13"
"12113","2016","3","","3","2","4","13"
"12153","2016","19","","1","","20","5"
"12161","2016","75","1","22","52","46","5"
"12171","2016","74","","8","39","43","5"
"12185","2016","91","","19","61","49","14"
"12243","2016","85","","54","70","69","13"
"12244","2016","58","","11","31","38","13"
"12251","2016","222","","150","184","188","13"
"12255","2016","119","","24","69","74","13"
"12302","2016","8","","2","5","5","5"
"12312","2016","100","","14","63","51","5"
"12314","2016","95","","1","45","51","5"
"12323","2016","60","","7","31","36","5"
"12366","2016","7","","","4","3","9"
"12538","2016","82","","3","42","43","1"
"12588","2016","29","","7","17","19","1"
"12602","2016","8","","","4","4","1"
"12617","2016","66","","8","42","32","1"
"12623","2016","72","","24","47","49","1"
"12632","2016","62","","2","33","31","1"
"12634","2016","56","","21","34","43","1"
"12683","2016","1","","","1","","1"
"12711","2016","9","","9","12","6","1"
"12739","2016","17","","1","8","10","1"
"12872","2016","22","","","12","10","2"
"12934","2016","18","","","10","8","2"
"12941","2016","371","","65","198","238","2"
"12942","2016","139","","4","80","63","2"
"12968","2016","9","","1","6","4","2"
"13104","2016","13","","7","13","7","3"
"13134","2016","16","","","8","8","3"
"13135","2016","55","","14","38","31","3"
"13143","2016","8","","4","5","7","3"
"13177","2016","42","","2","21","23","3"
"13178","2016","1","","","","1","3"
"13181","2016","12","","6","11","7","3"
"13365","2016","1","","","1","","4"
"13412","2016","24","","","9","15","4"
"13423","2016","28","","4","15","17","4"
"13427","2016","121","","1","62","60","4"
"13428","2016","57","","5","23","39","4"
"13462","2016","94","","","38","56","4"
"13463","2016","54","2","32","47","41","4"
"13494","2016","85","","","38","47","4"
"13515","2016","3","","","2","1","4"
"13542","2016","81","","12","50","43","4"
"13545","2016","93","","","46","47","4"
"13563","2016","87","","6","49","44","4"
"13590","2016","130","","4","56","78","4"
"14202","2016","","","1","1","","5"
"14213","2016","119","","","56","63","5"
"14271","2016","64","","19","37","46","5"
"14347","2016","1","","","","1","5"
"14351","2016","85","","8","52","41","5"
"14381","2016","170","","15","106","79","5"
"14395","2016","111","","17","70","58","5"
"14396","2016","59","","4","35","28","5"
"14414","2016","81","","2","46","37","5"
"14479","2016","234","","25","127","132","5"
"14507","2016","79","","14","38","55","5"
"14511","2016","186","","41","136","91","5"
"14514","2016","606","","178","412","372","5"
"14517","2016","18","","","7","11","5"
"14526","2016","198","","","80","118","5"
"14546","2016","29","","5","14","20","5"
"14621","2016","29","","14","15","28","5"
"14643","2016","125","","37","84","78","5"
"14671","2016","359","","35","221","173","5"
"14724","2016","192","","3","107","88","5"
"14778","2016","2","1","23","21","5","5"
"14805","2016","32","","12","23","21","5"
"14820","2016","48","","14","30","32","5"
"14845","2016","32","","5","18","19","5"
"14863","2016","15","","","8","7","5"
"14899","2016","8","","","3","5","5"
"14931","2016","57","","7","24","40","5"
"15501","2016","78","","16","61","33","6"
"15522","2016","79","","","47","32","6"
"15570","2016","156","","","70","86","6"
"15596","2016","116","","5","52","69","6"
"15608","2016","49","","3","27","25","6"
"15624","2016","215","","1","108","108","6"
"15664","2016","493","","46","354","185","6"
"15683","2016","59","","8","41","26","6"
"15687","2016","17","","3","11","9","6"
"15770","2016","210","","17","110","117","6"
"15812","2016","282","","83","177","188","6"
"16428","2016","244","","7","124","127","7"
"16455","2016","56","","1","35","22","7"
"16468","2016","77","","4","43","38","7"
"16469","2016","27","","","14","13","7"
"16564","2016","178","","","86","92","7"
"16569","2016","97","","2","49","50","7"
"16580","2016","144","","27","91","80","7"
"16583","2016","68","","1","43","26","7"
"16624","2016","33","","5","21","17","7"
"16645","2016","32","","2","19","15","7"
"16690","2016","96","","15","56","55","7"
"16695","2016","129","","2","70","61","7"
"16747","2016","21","","","8","13","7"
"16895","2016","74","","3","43","34","12"
"16919","2016","69","","","25","44","8"
"16958","2016","50","","6","26","30","13"
"17637","2016","1","","","","1","8"
"17641","2016","29","","3","18","14","8"
"17709","2016","60","3","3","35","31","8"
"17723","2016","93","","3","39","57","8"
"17737","2016","123","","","71","52","8"
"17741","2016","112","1","8","60","61","8"
"17751","2016","64","","2","37","29","8"
"17766","2016","108","","4","54","58","8"
"17778","2016","105","","4","58","51","8"
"17782","2016","94","","10","57","47","8"
"17787","2016","76","","","43","33","8"
"17813","2016","209","","45","139","115","8"
"17814","2016","225","","4","101","128","8"
"17848","2016","81","4","2","36","51","8"
"17874","2016","33","","","21","12","8"
"17897","2016","116","","","56","60","8"
"17898","2016","173","","15","86","102","8"
"17916","2016","228","","2","112","118","8"
"17924","2016","50","","4","26","28","8"
"17930","2016","58","","3","31","30","8"
"18006","2016","141","","11","80","72","8"
"18012","2016","133","3","3","72","67","8"
"18014","2016","187","","7","85","109","8"
"18017","2016","36","","1","21","16","8"
"18040","2016","24","","","11","13","8"
"18108","2016","1","","","1","","8"
"18112","2016","257","","64","163","158","8"
"18139","2016","16","","1","5","12","8"
"18156","2016","16","","","7","9","8"
"18191","2016","5","","","3","2","8"
"18195","2016","47","","1","21","27","8"
"18197","2016","34","","","19","15","8"
"18220","2016","130","","38","98","70","8"
"18243","2016","116","2","6","65","59","8"
"19922","2016","22","","","7","15","9"
"20033","2016","40","","","25","15","9"
"20087","2016","49","","6","29","26","9"
"20113","2016","48","","13","31","30","9"
"20121","2016","165","1","14","86","94","9"
"20164","2016","38","","2","18","22","9"
"20200","2016","56","","3","38","21","9"
"22014","2016","99","","8","37","70","14"
"22042","2016","19","","4","8","15","10"
"22092","2016","7","","4","6","5","10"
"22100","2016","","","3","3","","10"
"22105","2016","278","","57","173","162","10"
"22125","2016","4","","","3","1","14"
"22130","2016","39","","","15","24","10"
"22134","2016","3","","6","4","5","14"
"22153","2016","2","","3","3","2","14"
"22175","2016","122","","8","67","63","10"
"22176","2016","24","","4","14","14","10"
"22191","2016","317","1","30","170","178","10"
"22192","2016","328","","41","177","192","10"
"22226","2016","47","","","25","22","14"
"22229","2016","87","","8","44","51","10"
"22230","2016","82","1","8","33","58","10"
"22234","2016","169","","44","113","100","10"
"22240","2016","43","","1","27","17","14"
"22260","2016","62","","5","37","30","10"
"22265","2016","7","","","2","5","10"
"22275","2016","78","","7","39","46","14"
"22309","2016","266","","64","194","136","10"
"22310","2016","7","","1","6","2","10"
"22313","2016","50","","","27","23","14"
"22319","2016","56","","7","24","39","14"
"22333","2016","127","","2","55","74","14"
"22339","2016","122","","8","58","72","14"
"22354","2016","149","","15","86","78","14"
"22358","2016","233","","8","105","136","10"
"22374","2016","18","","5","9","14","14"
"22375","2016","19","","1","10","10","10"
"22380","2016","87","","1","44","44","10"
"22396","2016","","","7","7","","10"
"22403","2016","88","","9","60","37","10"
"22414","2016","137","","14","72","79","14"
"22417","2016","47","1","6","21","33","10"
"22418","2016","36","","","16","20","10"
"22419","2016","280","","1","133","148","10"
"22420","2016","41","","3","20","24","10"
"22425","2016","13","","7","12","8","10"
"22430","2016","143","1","24","87","81","10"
"22476","2016","106","1","23","80","50","14"
"22483","2016","59","","","34","25","14"
"22493","2016","181","5","83","155","114","10"
"22496","2016","33","","","18","15","14"
"22509","2016","135","","11","70","76","10"
"22519","2016","447","5","104","289","267","10"
"22532","2016","106","","4","46","64","14"
"22535","2016","288","","17","144","161","10"
"22539","2016","105","","4","46","63","10"
"22546","2016","80","1","50","71","60","10"
"22561","2016","178","","7","101","84","10"
"22588","2016","146","","12","79","79","14"
"22602","2016","145","","53","105","93","10"
"22620","2016","12","","3","11","4","10"
"22641","2016","119","","17","71","65","10"
"24216","2016","87","","35","73","49","11"
"24229","2016","178","1","51","115","115","11"
"24231","2016","234","23","292","315","234","11"
"24302","2016","60","","","36","24","12"
"24318","2016","341","","38","187","192","12"
"24401","2016","91","","21","49","63","13"
"24403","2016","191","","57","137","111","13"
"24407","2016","39","","10","30","19","13"
"24412","2016","278","","115","166","227","13"
"24423","2016","223","","35","126","132","13"
"24438","2016","87","1","1","41","48","13"
"24443","2016","81","","1","52","30","13"
"24445","2016","145","","1","66","80","13"
"24455","2016","75","","1","30","46","13"
"24622","2016","80","","1","39","42","13"
"24685","2016","260","","2","148","114","13"
"24689","2016","83","","12","45","50","13"
"24716","2016","118","","35","74","79","13"
"24722","2016","118","","17","80","55","13"
"24733","2016","177","","12","101","88","13"
"24759","2016","105","","15","65","55","13"
"24767","2016","71","","12","45","38","13"
"24803","2016","10","","1","7","4","13"
"24822","2016","264","1","73","178","160","13"
"24876","2016","307","","58","188","177","13"
"24878","2016","52","","","28","24","13"
"24883","2016","11","1","1","9","4","13"
"24889","2016","350","","33","181","202","13"
"24892","2016","52","","","31","21","13"
"24894","2016","45","","1","25","21","13"
"24931","2016","17","","2","8","11","13"
"24945","2016","","","1","1","","13"
"24946","2016","615","","114","372","357","13"
"24956","2016","140","1","17","","158","13"
"24963","2016","44","","12","17","39","13"
"24987","2016","61","","","31","30","13"
"24997","2016","64","","1","34","31","13"
"25002","2016","100","","1","42","59","13"
"25016","2016","221","","20","121","120","13"
"25032","2016","162","","54","125","91","13"
"25039","2016","54","","12","33","33","13"
"25041","2016","70","1","5","33","43","13"
"25042","2016","536","","81","297","320","13"
"25050","2016","95","","14","60","49","13"
"25059","2016","97","","17","55","59","13"
"25070","2016","152","","15","87","80","13"
"25078","2016","38","","4","24","18","13"
"25114","2016","283","1","84","212","156","13"
"25121","2016","246","","72","168","150","13"
"25186","2016","23","","2","14","11","13"
"25189","2016","26","","2","18","10","13"
"25218","2016","118","","15","62","71","13"
"25250","2016","639","","102","607","134","13"
"25255","2016","43","","41","49","35","13"
"25314","2016","74","","9","38","45","13"
"25324","2016","97","","2","56","43","13"
"25371","2016","82","","9","49","42","13"
"25396","2016","193","","26","106","113","13"
"25431","2016","174","","36","97","113","13"
"25475","2016","86","","2","56","32","13"
"25485","2016","66","","14","42","38","13"
"25492","2016","23","","1","14","10","13"
"25523","2016","200","","6","104","102","13"
"25562","2016","352","","86","234","204","13"
"25571","2016","123","","6","63","66","13"
"25642","2016","5","","","","5","13"
"25676","2016","110","","2","57","55","13"
"25698","2016","149","","14","90","73","13"
"25711","2016","41","","2","24","19","13"
"25770","2016","16","","1","","17","13"
"25855","2016","182","","4","110","76","13"
"25914","2016","","","12","6","6","13"
"25916","2016","238","","19","134","123","13"
"25960","2016","99","","6","61","44","13"
"25976","2016","81","","7","52","36","13"
"26094","2016","126","","9","75","60","13"
"26157","2016","3","","1","3","1","13"
"26271","2016","2","","20","19","3","13"
"26274","2016","1","","24","17","8","13"
"31016","2016","70","","1","31","40","14"
"31065","2016","3","","3","6","","13"
"31066","2016","1","","","1","","13"
"31071","2016","124","","2","73","53","13"
"31074","2016","6","","","6","","13"
"31262","2016","76","","13","54","35","13"
"31266","2016","40","","3","15","28","13"
"31432","2016","46","","7","24","29","13"
"31449","2016","18","","","3","15","5"
"31462","2016","10","","1","7","4","5"
"31497","2016","22","","2","7","17","13"
"40078","2016","305","","187","247","245","6"
"40195","2016","29","","","11","18","4"
"40242","2016","8","","6","9","5","5"
"40255","2016","75","","3","40","38","5"
"40371","2016","93","","","42","51","6"
"40383","2016","51","","4","27","28","10"
"40409","2016","75","","25","52","48","5"
